# Generated by PyFunceble (v4.1.3.) / https://git.io/vpZoI
# Date of generation: 2023-01-31T20:43:40.298717

Subject                                                                                              Status      Source     Expiration Date   Registrar                      HTTP Code  Checker      
---------------------------------------------------------------------------------------------------- ----------- ---------- ----------------- ------------------------------ ---------- -------------
alpha.whatsapp.com                                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
beta.whatsapp.com                                                                                    INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
betablog.whatsapp.com                                                                                INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
blogl.whatsapp.com                                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
betal.whatsapp.com                                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
dev-web-beta.whatsapp.com                                                                            INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
dyn.web.whatsapp.com                                                                                 INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
e7.whatsapp.com                                                                                      INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
fna-whatsapp-shv-01-fbna1.fbcdn.net                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
fna-whatsapp-shv-01-fmia1.fbcdn.net                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
fna-whatsapp-shv-02-fbna1.fbcdn.net                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
fna-whatsapp-shv-02-fmia1.fbcdn.net                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
gamma.whatsapp.com                                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media-ams3-1.cdn.whatsapp.net                                                                        INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media-amt2-1.cdn.whatsapp.net                                                                        INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
m.whatsapp.com                                                                                       INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media-frt3-1.cdn.whatsapp.net                                                                        INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media-lhr3-1.cdn.whatsapp.net                                                                        INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media-lht6-1.cdn.whatsapp.net                                                                        INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media-ort2-1.cdn.whatsapp.net                                                                        INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media-ort2-2.cdn.whatsapp.net                                                                        INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media-yyz1-1-cdn.whatsapp.net                                                                        INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fads1-1.fna.whatsapp.net                                                                       INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fada1-2.fna.whatsapp.net                                                                       INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fbed1-2.fna.whatsapp.net                                                                       INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fisu5-1.fna.whatsapp.net                                                                       INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.flim6-1.fna.whatsapp.net                                                                       INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fhel3-1.fna.whatsapp.net                                                                       INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fhel2-1.fna.whatsapp.net                                                                       INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fprg2-1.fna.whatsapp.net                                                                       INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fsst1-2.fna.whatsapp.net                                                                       INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.fzty2-1.fna.whatsapp.net                                                                       INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
media.whatsapp.com                                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
mme.whatsapp.net                                                                                     INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
mme6.whatsapp.net                                                                                    INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
mmg.whatsapp.com                                                                                     INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
mmi244.whatsapp.net                                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
mmi483.whatsapp.net                                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
mmi479.whatsapp.net                                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
mmi269.whatsapp.net                                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
mmi651.whatsapp.net                                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
mmi701.whatsapp.net                                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
mmi731.whatsapp.net                                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
mms.whatsapp.net                                                                                     INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
ratings.whatsapp.com                                                                                 INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
sjc.whatsapp.com                                                                                     INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
support.whatsapp.com                                                                                 INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
translate-dev.whatsapp.com                                                                           INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
up.web.whatsapp.com                                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
w1.web-t.whatsapp.com                                                                                INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
w0.whatsapp.com                                                                                      INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
w1.web.whatsapp.com                                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
w2.web-t.whatsapp.com                                                                                INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
w2.web.whatsapp.com                                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
w3.web-t.whatsapp.com                                                                                INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
w3.web.whatsapp.com                                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
w4.web-t.whatsapp.com                                                                                INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
w4.web.whatsapp.com                                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
w5.web.whatsapp.com                                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
w6.web.whatsapp.com                                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
w7.web.whatsapp.com                                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
w9.web.whatsapp.com                                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
w8.web.whatsapp.com                                                                                  INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
web-t.whatsapp.com                                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-amt2.fbcdn.net                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
whatsapp-cdn-shv-01-atl1.fbcdn.net                                                                   INACTIVE    STDLOOKUP  Unknown           Unknown                        Unknown    AVAILABILITY 
